,id,gender,race,age,path,class_label
53,000010,female,Asian,58,/opt/ml/input/data/train/images/000010_female_Asian_58/mask4.jpg,4
54,000010,female,Asian,58,/opt/ml/input/data/train/images/000010_female_Asian_58/mask2.jpg,4
55,000010,female,Asian,58,/opt/ml/input/data/train/images/000010_female_Asian_58/mask3.jpg,4
56,000012,male,Asian,57,/opt/ml/input/data/train/images/000012_male_Asian_57/mask5.jpg,1
57,000012,male,Asian,57,/opt/ml/input/data/train/images/000012_male_Asian_57/normal.jpg,13
58,000012,male,Asian,57,/opt/ml/input/data/train/images/000012_male_Asian_57/incorrect_mask.jpg,7
59,000012,male,Asian,57,/opt/ml/input/data/train/images/000012_male_Asian_57/mask1.jpg,1
60,000012,male,Asian,57,/opt/ml/input/data/train/images/000012_male_Asian_57/mask4.jpg,1
61,000012,male,Asian,57,/opt/ml/input/data/train/images/000012_male_Asian_57/mask2.jpg,1
62,000012,male,Asian,57,/opt/ml/input/data/train/images/000012_male_Asian_57/mask3.jpg,1
63,000014,female,Asian,58,/opt/ml/input/data/train/images/000014_female_Asian_58/mask5.jpg,4
64,000014,female,Asian,58,/opt/ml/input/data/train/images/000014_female_Asian_58/normal.jpg,16
65,000014,female,Asian,58,/opt/ml/input/data/train/images/000014_female_Asian_58/incorrect_mask.jpg,10
66,000014,female,Asian,58,/opt/ml/input/data/train/images/000014_female_Asian_58/mask1.jpg,4
67,000014,female,Asian,58,/opt/ml/input/data/train/images/000014_female_Asian_58/mask4.jpg,4
68,000014,female,Asian,58,/opt/ml/input/data/train/images/000014_female_Asian_58/mask2.jpg,4
69,000014,female,Asian,58,/opt/ml/input/data/train/images/000014_female_Asian_58/mask3.jpg,4
70,000015,male,Asian,55,/opt/ml/input/data/train/images/000015_male_Asian_55/mask5.jpg,1
71,000015,male,Asian,55,/opt/ml/input/data/train/images/000015_male_Asian_55/normal.jpg,13
72,000015,male,Asian,55,/opt/ml/input/data/train/images/000015_male_Asian_55/incorrect_mask.jpg,7
73,000015,male,Asian,55,/opt/ml/input/data/train/images/000015_male_Asian_55/mask1.jpg,1
74,000015,male,Asian,55,/opt/ml/input/data/train/images/000015_male_Asian_55/mask4.jpg,1
75,000015,male,Asian,55,/opt/ml/input/data/train/images/000015_male_Asian_55/mask2.jpg,1
76,000015,male,Asian,55,/opt/ml/input/data/train/images/000015_male_Asian_55/mask3.jpg,1
77,000016,female,Asian,58,/opt/ml/input/data/train/images/000016_female_Asian_58/mask5.jpg,4
78,000016,female,Asian,58,/opt/ml/input/data/train/images/000016_female_Asian_58/normal.jpg,16
79,000016,female,Asian,58,/opt/ml/input/data/train/images/000016_female_Asian_58/incorrect_mask.jpg,10
80,000016,female,Asian,58,/opt/ml/input/data/train/images/000016_female_Asian_58/mask1.jpg,4
81,000016,female,Asian,58,/opt/ml/input/data/train/images/000016_female_Asian_58/mask4.jpg,4
82,000016,female,Asian,58,/opt/ml/input/data/train/images/000016_female_Asian_58/mask2.jpg,4
83,000016,female,Asian,58,/opt/ml/input/data/train/images/000016_female_Asian_58/mask3.jpg,4
84,000018,female,Asian,59,/opt/ml/input/data/train/images/000018_female_Asian_59/mask5.jpg,4
85,000018,female,Asian,59,/opt/ml/input/data/train/images/000018_female_Asian_59/normal.jpg,16
86,000018,female,Asian,59,/opt/ml/input/data/train/images/000018_female_Asian_59/incorrect_mask.jpg,10
87,000018,female,Asian,59,/opt/ml/input/data/train/images/000018_female_Asian_59/mask1.jpg,4
88,000018,female,Asian,59,/opt/ml/input/data/train/images/000018_female_Asian_59/mask4.jpg,4
89,000018,female,Asian,59,/opt/ml/input/data/train/images/000018_female_Asian_59/mask2.jpg,4
90,000018,female,Asian,59,/opt/ml/input/data/train/images/000018_female_Asian_59/mask3.jpg,4
91,000019,female,Asian,57,/opt/ml/input/data/train/images/000019_female_Asian_57/mask5.jpg,4
92,000019,female,Asian,57,/opt/ml/input/data/train/images/000019_female_Asian_57/normal.jpg,16
93,000019,female,Asian,57,/opt/ml/input/data/train/images/000019_female_Asian_57/incorrect_mask.jpg,10
94,000019,female,Asian,57,/opt/ml/input/data/train/images/000019_female_Asian_57/mask1.jpg,4
95,000019,female,Asian,57,/opt/ml/input/data/train/images/000019_female_Asian_57/mask4.jpg,4
96,000019,female,Asian,57,/opt/ml/input/data/train/images/000019_female_Asian_57/mask2.jpg,4
97,000019,female,Asian,57,/opt/ml/input/data/train/images/000019_female_Asian_57/mask3.jpg,4
98,000020,female,Asian,50,/opt/ml/input/data/train/images/000020_female_Asian_50/mask5.jpg,4
99,000020,female,Asian,50,/opt/ml/input/data/train/images/000020_female_Asian_50/normal.jpg,16
100,000020,female,Asian,50,/opt/ml/input/data/train/images/000020_female_Asian_50/incorrect_mask.jpg,10
101,000020,female,Asian,50,/opt/ml/input/data/train/images/000020_female_Asian_50/mask1.jpg,4
102,000020,female,Asian,50,/opt/ml/input/data/train/images/000020_female_Asian_50/mask4.jpg,4
103,000020,female,Asian,50,/opt/ml/input/data/train/images/000020_female_Asian_50/mask2.jpg,4
104,000020,female,Asian,50,/opt/ml/input/data/train/images/000020_female_Asian_50/mask3.jpg,4
105,000021,female,Asian,54,/opt/ml/input/data/train/images/000021_female_Asian_54/mask5.jpg,4
106,000021,female,Asian,54,/opt/ml/input/data/train/images/000021_female_Asian_54/normal.jpg,16
107,000021,female,Asian,54,/opt/ml/input/data/train/images/000021_female_Asian_54/incorrect_mask.jpg,10
108,000021,female,Asian,54,/opt/ml/input/data/train/images/000021_female_Asian_54/mask1.jpg,4
109,000021,female,Asian,54,/opt/ml/input/data/train/images/000021_female_Asian_54/mask4.jpg,4
110,000021,female,Asian,54,/opt/ml/input/data/train/images/000021_female_Asian_54/mask2.jpg,4
111,000021,female,Asian,54,/opt/ml/input/data/train/images/000021_female_Asian_54/mask3.jpg,4
112,000022,female,Asian,58,/opt/ml/input/data/train/images/000022_female_Asian_58/mask5.jpg,4
113,000022,female,Asian,58,/opt/ml/input/data/train/images/000022_female_Asian_58/normal.jpg,16
114,000022,female,Asian,58,/opt/ml/input/data/train/images/000022_female_Asian_58/incorrect_mask.jpg,10
115,000022,female,Asian,58,/opt/ml/input/data/train/images/000022_female_Asian_58/mask1.jpg,4
116,000022,female,Asian,58,/opt/ml/input/data/train/images/000022_female_Asian_58/mask4.jpg,4
117,000022,female,Asian,58,/opt/ml/input/data/train/images/000022_female_Asian_58/mask2.jpg,4
118,000022,female,Asian,58,/opt/ml/input/data/train/images/000022_female_Asian_58/mask3.jpg,4
119,000023,female,Asian,55,/opt/ml/input/data/train/images/000023_female_Asian_55/mask5.jpg,4
120,000023,female,Asian,55,/opt/ml/input/data/train/images/000023_female_Asian_55/normal.jpg,16
121,000023,female,Asian,55,/opt/ml/input/data/train/images/000023_female_Asian_55/incorrect_mask.jpg,10
122,000023,female,Asian,55,/opt/ml/input/data/train/images/000023_female_Asian_55/mask1.jpg,4
123,000023,female,Asian,55,/opt/ml/input/data/train/images/000023_female_Asian_55/mask4.jpg,4
124,000023,female,Asian,55,/opt/ml/input/data/train/images/000023_female_Asian_55/mask2.jpg,4
125,000023,female,Asian,55,/opt/ml/input/data/train/images/000023_female_Asian_55/mask3.jpg,4
126,000024,female,Asian,58,/opt/ml/input/data/train/images/000024_female_Asian_58/mask5.jpg,4
127,000024,female,Asian,58,/opt/ml/input/data/train/images/000024_female_Asian_58/normal.jpg,16
128,000024,female,Asian,58,/opt/ml/input/data/train/images/000024_female_Asian_58/incorrect_mask.jpg,10
129,000024,female,Asian,58,/opt/ml/input/data/train/images/000024_female_Asian_58/mask1.jpg,4
130,000024,female,Asian,58,/opt/ml/input/data/train/images/000024_female_Asian_58/mask4.jpg,4
131,000024,female,Asian,58,/opt/ml/input/data/train/images/000024_female_Asian_58/mask2.jpg,4
132,000024,female,Asian,58,/opt/ml/input/data/train/images/000024_female_Asian_58/mask3.jpg,4
133,000025,female,Asian,49,/opt/ml/input/data/train/images/000025_female_Asian_49/mask5.jpg,4
134,000025,female,Asian,49,/opt/ml/input/data/train/images/000025_female_Asian_49/normal.jpg,16
135,000025,female,Asian,49,/opt/ml/input/data/train/images/000025_female_Asian_49/incorrect_mask.jpg,10
136,000025,female,Asian,49,/opt/ml/input/data/train/images/000025_female_Asian_49/mask1.jpg,4
137,000025,female,Asian,49,/opt/ml/input/data/train/images/000025_female_Asian_49/mask4.jpg,4
138,000025,female,Asian,49,/opt/ml/input/data/train/images/000025_female_Asian_49/mask2.jpg,4
139,000025,female,Asian,49,/opt/ml/input/data/train/images/000025_female_Asian_49/mask3.jpg,4
140,000026,female,Asian,56,/opt/ml/input/data/train/images/000026_female_Asian_56/mask5.jpg,4
141,000026,female,Asian,56,/opt/ml/input/data/train/images/000026_female_Asian_56/normal.jpg,16
142,000026,female,Asian,56,/opt/ml/input/data/train/images/000026_female_Asian_56/incorrect_mask.jpg,10
143,000026,female,Asian,56,/opt/ml/input/data/train/images/000026_female_Asian_56/mask1.jpg,4
144,000026,female,Asian,56,/opt/ml/input/data/train/images/000026_female_Asian_56/mask4.jpg,4
145,000026,female,Asian,56,/opt/ml/input/data/train/images/000026_female_Asian_56/mask2.jpg,4
146,000026,female,Asian,56,/opt/ml/input/data/train/images/000026_female_Asian_56/mask3.jpg,4
147,000029,female,Asian,58,/opt/ml/input/data/train/images/000029_female_Asian_58/mask5.jpg,4
148,000029,female,Asian,58,/opt/ml/input/data/train/images/000029_female_Asian_58/normal.jpg,16
149,000029,female,Asian,58,/opt/ml/input/data/train/images/000029_female_Asian_58/incorrect_mask.jpg,10
150,000029,female,Asian,58,/opt/ml/input/data/train/images/000029_female_Asian_58/mask1.jpg,4
151,000029,female,Asian,58,/opt/ml/input/data/train/images/000029_female_Asian_58/mask4.jpg,4
152,000029,female,Asian,58,/opt/ml/input/data/train/images/000029_female_Asian_58/mask2.jpg,4
153,000029,female,Asian,58,/opt/ml/input/data/train/images/000029_female_Asian_58/mask3.jpg,4
154,000030,female,Asian,55,/opt/ml/input/data/train/images/000030_female_Asian_55/mask5.jpg,4
155,000030,female,Asian,55,/opt/ml/input/data/train/images/000030_female_Asian_55/normal.jpg,16
156,000030,female,Asian,55,/opt/ml/input/data/train/images/000030_female_Asian_55/incorrect_mask.jpg,10
157,000030,female,Asian,55,/opt/ml/input/data/train/images/000030_female_Asian_55/mask1.jpg,4
158,000030,female,Asian,55,/opt/ml/input/data/train/images/000030_female_Asian_55/mask4.jpg,4
159,000030,female,Asian,55,/opt/ml/input/data/train/images/000030_female_Asian_55/mask2.jpg,4
160,000030,female,Asian,55,/opt/ml/input/data/train/images/000030_female_Asian_55/mask3.jpg,4
161,000033,male,Asian,57,/opt/ml/input/data/train/images/000033_male_Asian_57/mask5.jpg,1
162,000033,male,Asian,57,/opt/ml/input/data/train/images/000033_male_Asian_57/normal.jpg,13
163,000033,male,Asian,57,/opt/ml/input/data/train/images/000033_male_Asian_57/incorrect_mask.jpg,7
164,000033,male,Asian,57,/opt/ml/input/data/train/images/000033_male_Asian_57/mask1.jpg,1
165,000033,male,Asian,57,/opt/ml/input/data/train/images/000033_male_Asian_57/mask4.jpg,1
166,000033,male,Asian,57,/opt/ml/input/data/train/images/000033_male_Asian_57/mask2.jpg,1
167,000033,male,Asian,57,/opt/ml/input/data/train/images/000033_male_Asian_57/mask3.jpg,1
168,000034,female,Asian,55,/opt/ml/input/data/train/images/000034_female_Asian_55/mask5.jpg,4
169,000034,female,Asian,55,/opt/ml/input/data/train/images/000034_female_Asian_55/normal.jpg,16
170,000034,female,Asian,55,/opt/ml/input/data/train/images/000034_female_Asian_55/incorrect_mask.jpg,10
171,000034,female,Asian,55,/opt/ml/input/data/train/images/000034_female_Asian_55/mask1.jpg,4
172,000034,female,Asian,55,/opt/ml/input/data/train/images/000034_female_Asian_55/mask4.jpg,4
173,000034,female,Asian,55,/opt/ml/input/data/train/images/000034_female_Asian_55/mask2.jpg,4
174,000034,female,Asian,55,/opt/ml/input/data/train/images/000034_female_Asian_55/mask3.jpg,4
175,000036,female,Asian,58,/opt/ml/input/data/train/images/000036_female_Asian_58/mask5.jpg,4
176,000036,female,Asian,58,/opt/ml/input/data/train/images/000036_female_Asian_58/normal.jpg,16
177,000036,female,Asian,58,/opt/ml/input/data/train/images/000036_female_Asian_58/incorrect_mask.jpg,10
178,000036,female,Asian,58,/opt/ml/input/data/train/images/000036_female_Asian_58/mask1.jpg,4
179,000036,female,Asian,58,/opt/ml/input/data/train/images/000036_female_Asian_58/mask4.jpg,4
180,000036,female,Asian,58,/opt/ml/input/data/train/images/000036_female_Asian_58/mask2.jpg,4
181,000036,female,Asian,58,/opt/ml/input/data/train/images/000036_female_Asian_58/mask3.jpg,4
182,000037,female,Asian,58,/opt/ml/input/data/train/images/000037_female_Asian_58/mask5.jpg,4
183,000037,female,Asian,58,/opt/ml/input/data/train/images/000037_female_Asian_58/normal.jpg,16
184,000037,female,Asian,58,/opt/ml/input/data/train/images/000037_female_Asian_58/incorrect_mask.jpg,10
185,000037,female,Asian,58,/opt/ml/input/data/train/images/000037_female_Asian_58/mask1.jpg,4
186,000037,female,Asian,58,/opt/ml/input/data/train/images/000037_female_Asian_58/mask4.jpg,4
187,000037,female,Asian,58,/opt/ml/input/data/train/images/000037_female_Asian_58/mask2.jpg,4
188,000037,female,Asian,58,/opt/ml/input/data/train/images/000037_female_Asian_58/mask3.jpg,4
189,000038,female,Asian,58,/opt/ml/input/data/train/images/000038_female_Asian_58/mask5.jpg,4
190,000038,female,Asian,58,/opt/ml/input/data/train/images/000038_female_Asian_58/normal.jpg,16
191,000038,female,Asian,58,/opt/ml/input/data/train/images/000038_female_Asian_58/incorrect_mask.jpg,10
192,000038,female,Asian,58,/opt/ml/input/data/train/images/000038_female_Asian_58/mask1.jpg,4
193,000038,female,Asian,58,/opt/ml/input/data/train/images/000038_female_Asian_58/mask4.jpg,4
194,000038,female,Asian,58,/opt/ml/input/data/train/images/000038_female_Asian_58/mask2.jpg,4
195,000038,female,Asian,58,/opt/ml/input/data/train/images/000038_female_Asian_58/mask3.jpg,4
196,000040,female,Asian,57,/opt/ml/input/data/train/images/000040_female_Asian_57/mask5.jpg,4
197,000040,female,Asian,57,/opt/ml/input/data/train/images/000040_female_Asian_57/normal.jpg,16
198,000040,female,Asian,57,/opt/ml/input/data/train/images/000040_female_Asian_57/incorrect_mask.jpg,10
199,000040,female,Asian,57,/opt/ml/input/data/train/images/000040_female_Asian_57/mask1.jpg,4
200,000040,female,Asian,57,/opt/ml/input/data/train/images/000040_female_Asian_57/mask4.jpg,4
201,000040,female,Asian,57,/opt/ml/input/data/train/images/000040_female_Asian_57/mask2.jpg,4
202,000040,female,Asian,57,/opt/ml/input/data/train/images/000040_female_Asian_57/mask3.jpg,4
203,000041,female,Asian,58,/opt/ml/input/data/train/images/000041_female_Asian_58/mask5.jpg,4
204,000041,female,Asian,58,/opt/ml/input/data/train/images/000041_female_Asian_58/normal.jpg,16
205,000041,female,Asian,58,/opt/ml/input/data/train/images/000041_female_Asian_58/incorrect_mask.jpg,10
206,000041,female,Asian,58,/opt/ml/input/data/train/images/000041_female_Asian_58/mask1.jpg,4
207,000041,female,Asian,58,/opt/ml/input/data/train/images/000041_female_Asian_58/mask4.jpg,4
208,000041,female,Asian,58,/opt/ml/input/data/train/images/000041_female_Asian_58/mask2.jpg,4
209,000041,female,Asian,58,/opt/ml/input/data/train/images/000041_female_Asian_58/mask3.jpg,4
210,000043,male,Asian,56,/opt/ml/input/data/train/images/000043_male_Asian_56/mask5.jpg,1
211,000043,male,Asian,56,/opt/ml/input/data/train/images/000043_male_Asian_56/normal.jpg,13
212,000043,male,Asian,56,/opt/ml/input/data/train/images/000043_male_Asian_56/incorrect_mask.jpg,7
213,000043,male,Asian,56,/opt/ml/input/data/train/images/000043_male_Asian_56/mask1.jpg,1
214,000043,male,Asian,56,/opt/ml/input/data/train/images/000043_male_Asian_56/mask4.jpg,1
215,000043,male,Asian,56,/opt/ml/input/data/train/images/000043_male_Asian_56/mask2.jpg,1
216,000043,male,Asian,56,/opt/ml/input/data/train/images/000043_male_Asian_56/mask3.jpg,1
217,000044,female,Asian,58,/opt/ml/input/data/train/images/000044_female_Asian_58/mask5.jpg,4
218,000044,female,Asian,58,/opt/ml/input/data/train/images/000044_female_Asian_58/normal.jpg,16
219,000044,female,Asian,58,/opt/ml/input/data/train/images/000044_female_Asian_58/incorrect_mask.jpg,10
220,000044,female,Asian,58,/opt/ml/input/data/train/images/000044_female_Asian_58/mask1.jpg,4
221,000044,female,Asian,58,/opt/ml/input/data/train/images/000044_female_Asian_58/mask4.jpg,4
222,000044,female,Asian,58,/opt/ml/input/data/train/images/000044_female_Asian_58/mask2.jpg,4
223,000044,female,Asian,58,/opt/ml/input/data/train/images/000044_female_Asian_58/mask3.jpg,4
224,000045,female,Asian,56,/opt/ml/input/data/train/images/000045_female_Asian_56/mask5.jpg,4
225,000045,female,Asian,56,/opt/ml/input/data/train/images/000045_female_Asian_56/normal.jpg,16
226,000045,female,Asian,56,/opt/ml/input/data/train/images/000045_female_Asian_56/incorrect_mask.jpg,10
227,000045,female,Asian,56,/opt/ml/input/data/train/images/000045_female_Asian_56/mask1.jpg,4
228,000045,female,Asian,56,/opt/ml/input/data/train/images/000045_female_Asian_56/mask4.jpg,4
229,000045,female,Asian,56,/opt/ml/input/data/train/images/000045_female_Asian_56/mask2.jpg,4
230,000045,female,Asian,56,/opt/ml/input/data/train/images/000045_female_Asian_56/mask3.jpg,4
231,000046,male,Asian,55,/opt/ml/input/data/train/images/000046_male_Asian_55/mask5.jpg,1
232,000046,male,Asian,55,/opt/ml/input/data/train/images/000046_male_Asian_55/normal.jpg,13
233,000046,male,Asian,55,/opt/ml/input/data/train/images/000046_male_Asian_55/incorrect_mask.jpg,7
234,000046,male,Asian,55,/opt/ml/input/data/train/images/000046_male_Asian_55/mask1.jpg,1
235,000046,male,Asian,55,/opt/ml/input/data/train/images/000046_male_Asian_55/mask4.jpg,1
236,000046,male,Asian,55,/opt/ml/input/data/train/images/000046_male_Asian_55/mask2.jpg,1
237,000046,male,Asian,55,/opt/ml/input/data/train/images/000046_male_Asian_55/mask3.jpg,1
238,000047,male,Asian,58,/opt/ml/input/data/train/images/000047_male_Asian_58/mask5.jpg,1
239,000047,male,Asian,58,/opt/ml/input/data/train/images/000047_male_Asian_58/normal.jpg,13
240,000047,male,Asian,58,/opt/ml/input/data/train/images/000047_male_Asian_58/incorrect_mask.jpg,7
241,000047,male,Asian,58,/opt/ml/input/data/train/images/000047_male_Asian_58/mask1.jpg,1
242,000047,male,Asian,58,/opt/ml/input/data/train/images/000047_male_Asian_58/mask4.jpg,1
243,000047,male,Asian,58,/opt/ml/input/data/train/images/000047_male_Asian_58/mask2.jpg,1
244,000047,male,Asian,58,/opt/ml/input/data/train/images/000047_male_Asian_58/mask3.jpg,1
245,000064,male,Asian,59,/opt/ml/input/data/train/images/000064_male_Asian_59/mask5.jpg,1
246,000064,male,Asian,59,/opt/ml/input/data/train/images/000064_male_Asian_59/normal.jpg,13
247,000064,male,Asian,59,/opt/ml/input/data/train/images/000064_male_Asian_59/incorrect_mask.jpg,7
248,000064,male,Asian,59,/opt/ml/input/data/train/images/000064_male_Asian_59/mask1.jpg,1
249,000064,male,Asian,59,/opt/ml/input/data/train/images/000064_male_Asian_59/mask4.jpg,1
250,000064,male,Asian,59,/opt/ml/input/data/train/images/000064_male_Asian_59/mask2.jpg,1
251,000064,male,Asian,59,/opt/ml/input/data/train/images/000064_male_Asian_59/mask3.jpg,1
252,000066,female,Asian,53,/opt/ml/input/data/train/images/000066_female_Asian_53/mask5.jpg,4
253,000066,female,Asian,53,/opt/ml/input/data/train/images/000066_female_Asian_53/normal.jpg,16
254,000066,female,Asian,53,/opt/ml/input/data/train/images/000066_female_Asian_53/incorrect_mask.jpg,10
255,000066,female,Asian,53,/opt/ml/input/data/train/images/000066_female_Asian_53/mask1.jpg,4
256,000066,female,Asian,53,/opt/ml/input/data/train/images/000066_female_Asian_53/mask4.jpg,4
257,000066,female,Asian,53,/opt/ml/input/data/train/images/000066_female_Asian_53/mask2.jpg,4
258,000066,female,Asian,53,/opt/ml/input/data/train/images/000066_female_Asian_53/mask3.jpg,4
259,000067,female,Asian,54,/opt/ml/input/data/train/images/000067_female_Asian_54/mask5.jpg,4
260,000067,female,Asian,54,/opt/ml/input/data/train/images/000067_female_Asian_54/normal.jpg,16
261,000067,female,Asian,54,/opt/ml/input/data/train/images/000067_female_Asian_54/incorrect_mask.jpg,10
262,000067,female,Asian,54,/opt/ml/input/data/train/images/000067_female_Asian_54/mask1.jpg,4
263,000067,female,Asian,54,/opt/ml/input/data/train/images/000067_female_Asian_54/mask4.jpg,4
264,000067,female,Asian,54,/opt/ml/input/data/train/images/000067_female_Asian_54/mask2.jpg,4
265,000067,female,Asian,54,/opt/ml/input/data/train/images/000067_female_Asian_54/mask3.jpg,4
266,000069,female,Asian,54,/opt/ml/input/data/train/images/000069_female_Asian_54/mask5.jpg,4
267,000069,female,Asian,54,/opt/ml/input/data/train/images/000069_female_Asian_54/normal.jpg,16
268,000069,female,Asian,54,/opt/ml/input/data/train/images/000069_female_Asian_54/incorrect_mask.jpg,10
269,000069,female,Asian,54,/opt/ml/input/data/train/images/000069_female_Asian_54/mask1.jpg,4
270,000069,female,Asian,54,/opt/ml/input/data/train/images/000069_female_Asian_54/mask4.jpg,4
271,000069,female,Asian,54,/opt/ml/input/data/train/images/000069_female_Asian_54/mask2.jpg,4
272,000069,female,Asian,54,/opt/ml/input/data/train/images/000069_female_Asian_54/mask3.jpg,4
273,000070,female,Asian,58,/opt/ml/input/data/train/images/000070_female_Asian_58/mask5.jpg,4
274,000070,female,Asian,58,/opt/ml/input/data/train/images/000070_female_Asian_58/normal.jpg,16
275,000070,female,Asian,58,/opt/ml/input/data/train/images/000070_female_Asian_58/incorrect_mask.jpg,10
276,000070,female,Asian,58,/opt/ml/input/data/train/images/000070_female_Asian_58/mask1.jpg,4
277,000070,female,Asian,58,/opt/ml/input/data/train/images/000070_female_Asian_58/mask4.jpg,4
278,000070,female,Asian,58,/opt/ml/input/data/train/images/000070_female_Asian_58/mask2.jpg,4
279,000070,female,Asian,58,/opt/ml/input/data/train/images/000070_female_Asian_58/mask3.jpg,4
280,000071,female,Asian,56,/opt/ml/input/data/train/images/000071_female_Asian_56/mask5.jpg,4
281,000071,female,Asian,56,/opt/ml/input/data/train/images/000071_female_Asian_56/normal.jpg,16
